,Confidence,QualityBrightness,QualitySharpness,deltat,dur,fa,fps,hits,n0,n1,proponeface,score,dprime,spind
coding/osf/dqmcv/osfstorage/novelverbs_coded/novelverbs_427_child0_9Kknjp_free.pickle,99.99772571214936,36.71950306598999,99.59747669818827,167,160.5,0.6088709677419355,12.0,0.6288659793814433,248,194,0.9029075804776739,0.3542265669925244,0.05247376532376069,0
coding/osf/dqmcv/osfstorage/novelverbs_coded/novelverbs_430_child0_XAG_free.pickle,99.56765902352599,15.792482939794604,97.14621413418794,167,170.083333,0.32245681381957775,12.000000023517883,0.36971830985915494,521,568,0.5271925526702597,0.4200743494423792,0.12824018313022556,0
coding/osf/dqmcv/osfstorage/novelverbs_coded/novelverbs_502_child0_cNh_free.pickle,97.63351228183373,38.188957587220614,99.71463488815422,167,159.333333,0.07992565055762081,12.000000025104601,0.04011461318051576,538,698,0.06956066945606694,0.24060150375939848,-0.343785747032348,0
coding/osf/dqmcv/osfstorage/novelverbs_coded/novelverbs_513_child2_5qE_free.pickle,99.90205559169915,37.32410329367715,99.71202154424105,167,166.25,0.4528301886792453,12.0,0.5256723716381418,106,409,0.7588972431077694,0.43593130779392336,0.1829096029751801,0
coding/osf/dqmcv/osfstorage/novelverbs_coded/novelverbs_791_child0_0L8Z9k_free.pickle,99.93409816652303,48.97256651746386,99.9080667371227,167,151.083333,0.2611683848797251,12.000000026475455,0.657314629258517,291,499,0.8450082735797021,0.554177545691906,1.0448927560657575,0
coding/osf/dqmcv/osfstorage/novelverbs_coded/novelverbs_808_child0_g21_free.pickle,98.54173289878028,26.824471658893994,99.94374993869236,167,155.0,0.3733681462140992,12.0,0.34950071326676174,383,701,0.4817204301075269,0.33482142857142855,-0.0637229905430568,0
coding/osf/dqmcv/osfstorage/novelverbs_coded/novelverbs_88_child0_session1_free.pickle,99.97043129160434,55.69285665101643,99.94782895438279,167,168.416667,0.3620689655172414,11.999999976249383,0.43799472295514513,232,379,0.781404549950544,0.39746835443037976,0.19687870373798544,0
coding/osf/dqmcv/osfstorage/novelverbs_coded/novelverbs_94_child0_session1_free.pickle,99.84268673983487,27.08050989470662,98.41758188260656,167,156.166667,0.38338658146964855,11.99999997438634,0.7454128440366973,313,436,0.8628601921024547,0.5114409400123686,0.9567222767439818,0
coding/osf/dqmcv/osfstorage/novelverbs_coded/novelverbs_957_child1_zWbLpJ_free.pickle,99.86091258244883,18.82191614671187,99.89999229867851,167,152.0,0.13043478260869565,12.0,0.4441176470588235,207,340,0.8141447368421053,0.4303030303030303,0.9838006915103619,0
coding/osf/dqmcv/osfstorage/novelverbs_coded/novelverbs_979_child0_MaU_free.pickle,99.48634344257721,17.884536396150718,99.46620222640364,167,151.25,0.34134615384615385,12.0,0.4236453201970443,208,609,0.6435261707988981,0.4152397260273973,0.21621549177520027,0
